54953.5389996000 0.999365689 0.00002588
54953.5594341000 0.999447680 0.00002591
54953.5798684000 0.999750874 0.00002590
54953.6003030000 0.999520736 0.00002584
54953.6207374000 0.999202036 0.00002597
54953.6411717000 0.999241585 0.00002585
54953.6616062000 0.999283304 0.00002584
54953.6820407000 0.999504113 0.00002589
54953.7024751000 0.999447351 0.00002590
54953.7229095000 0.999483682 0.00002586
54953.7433440000 0.999484667 0.00002594
54953.7637784000 0.999519093 0.00002589
54953.7842128000 0.999488216 0.00002590
54953.8046472000 0.999877606 0.00002588
54953.8250817000 0.999906118 0.00002587
54953.8455161000 0.999599704 0.00002592
54953.8659506000 0.999604434 0.00002587
54953.8863851000 0.999741743 0.00002588
54953.9068194000 0.999749364 0.00002592
54953.9272539000 0.999702587 0.00002596
54953.9476884000 0.999564951 0.00002597
54953.9681227000 0.999843574 0.00002597
54953.9885572000 0.999849028 0.00002592
54954.0089915000 0.999949414 0.00002599
54954.0294261000 0.999872153 0.00002602
54954.0498605000 0.999941923 0.00002596
54954.0702949000 0.999969911 0.00002601
54954.0907294000 0.999648583 0.00002603
54954.1111638000 0.999716186 0.00002606
54954.1315983000 0.999692864 0.00002603
54954.1520326000 0.999655744 0.00002605
54954.1724671000 0.999454053 0.00002610
54954.1929016000 0.999359316 0.00002603
54954.2133359000 0.999361944 0.00002609
54954.2337704000 0.999335862 0.00002608
54954.2542049000 0.999351302 0.00002613
54954.2746392000 0.999321146 0.00002612
54954.2950737000 0.999313131 0.00002614
54954.3155082000 0.999541825 0.00002613
54954.3359426000 0.999638400 0.00002612
54954.3563770000 0.999633079 0.00002613
54954.3768115000 0.999437890 0.00002616
54954.3972459000 0.999470346 0.00002614
54954.4176803000 0.999525466 0.00002612
54954.4381147000 0.999658767 0.00002612
54954.4585493000 0.999686557 0.00002616
54954.4789836000 0.999871232 0.00002615
54954.4994180000 0.999722230 0.00002616
54954.5198525000 0.999621976 0.00002617
54954.5402870000 1.000098744 0.00002610
54954.5607215000 1.000073581 0.00002611
54954.5811558000 0.999714216 0.00002615
54954.6015903000 0.999685374 0.00002610
54954.6220248000 0.999606076 0.00002613
54954.6424591000 0.999549905 0.00002613
54954.6628935000 0.999893373 0.00002610
54954.6833281000 0.999880037 0.00002615
54954.7037624000 1.000130870 0.00002611
54954.7241969000 1.000207474 0.00002612
54954.7446314000 1.000240454 0.00002613
54954.7650657000 1.000060179 0.00002610
