# Kepler Asteroseismic Data
# KIC number: 8430105
# Season:     Q6
# TRF:        0
# Version:    6
# Time is in truncated barycentric julian date
# Time (days), Raw Flux, Raw Flux error, Corrected Flux, Corrected Flux error
#-----------------------------------------------------------
    55372.4499410           -Inf           -Inf           -Inf           -Inf
    55372.4703752 9.22704500e+05 2.44473839e+01 9.23871938e+05 2.45284004e+01
    55372.4908094 9.22618938e+05 2.44461670e+01 9.23773875e+05 2.45347118e+01
    55372.5112437 9.22484938e+05 2.44454556e+01 9.23636250e+05 2.45311375e+01
    55372.5316777 9.22503000e+05 2.44447536e+01 9.23673188e+05 2.45366650e+01
    55372.5521119 9.22542938e+05 2.44455700e+01 9.23727875e+05 2.45332832e+01
    55372.5725462 9.22482375e+05 2.44449787e+01 9.23660500e+05 2.45311165e+01
    55372.5929802 9.22401875e+05 2.44442959e+01 9.23579625e+05 2.45328217e+01
    55372.6134144 9.22280375e+05 2.44429417e+01 9.23483125e+05 2.45411301e+01
    55372.6338487 9.22078125e+05 2.44399357e+01 9.23280750e+05 2.45348816e+01
    55372.6542827 9.21888812e+05 2.44377518e+01 9.23100312e+05 2.45360050e+01
    55372.6747169 9.21821875e+05 2.44368916e+01 9.23026062e+05 2.45307674e+01
    55372.6951511 9.21802500e+05 2.44369297e+01 9.23016000e+05 2.45350933e+01
    55372.7155853 9.21890375e+05 2.44378567e+01 9.23111375e+05 2.45327511e+01
    55372.7360194 9.21971312e+05 2.44390831e+01 9.23199000e+05 2.45365601e+01
    55372.7564536 9.21949062e+05 2.44384537e+01 9.23183812e+05 2.45305099e+01
    55372.7768878 9.21835688e+05 2.44370613e+01 9.23072625e+05 2.45312195e+01
    55372.7973219 9.21664438e+05 2.44356632e+01 9.22917625e+05 2.45298920e+01
    55372.8177561 9.21693812e+05 2.44357700e+01 9.22950438e+05 2.45352230e+01
    55372.8381902 9.21623375e+05 2.44344578e+01 9.22888375e+05 2.45196838e+01
    55372.8586245 9.21490062e+05 2.44327831e+01 9.22745000e+05 2.45351677e+01
    55372.8790586 9.21575062e+05 2.44345093e+01 9.22835062e+05 2.45259590e+01
    55372.8994927 9.21455375e+05 2.44324875e+01 9.22743188e+05 2.45357094e+01
    55372.9199269 9.21451500e+05 2.44308777e+01 9.22730000e+05 2.45265694e+01
    55372.9403611 9.21327438e+05 2.44287701e+01 9.22631688e+05 2.45301418e+01
    55372.9607952 9.21169062e+05 2.44261169e+01 9.22454500e+05 2.45226059e+01
    55372.9812294 9.21338250e+05 2.44286633e+01 9.22646938e+05 2.45286236e+01
    55373.0016636 9.21465750e+05 2.44313221e+01 9.22789750e+05 2.45265656e+01
    55373.0220977 9.21426750e+05 2.44294758e+01 9.22730188e+05 2.45267315e+01
    55373.0425319 9.21545688e+05 2.44330578e+01 9.22859125e+05 2.45288887e+01
    55373.0629661 9.21477375e+05 2.44322090e+01 9.22802938e+05 2.45352192e+01
    55373.0834002 9.21346375e+05 2.44302654e+01 9.22662750e+05 2.45239182e+01
    55373.1038344 9.21504250e+05 2.44325161e+01 9.22844562e+05 2.45351086e+01
    55373.1242686 9.21619625e+05 2.44339523e+01 9.22946375e+05 2.45390034e+01
    55373.1447028 9.21577250e+05 2.44334297e+01 9.22923688e+05 2.45377274e+01
    55373.1651369 9.21380750e+05 2.44306812e+01 9.22731500e+05 2.45334969e+01
    55373.1855710 9.21247812e+05 2.44271660e+01 9.22597312e+05 2.45287743e+01
    55373.2060053 9.21288812e+05 2.44281158e+01 9.22628125e+05 2.45293751e+01
    55373.2264395 9.21327125e+05 2.44305191e+01 9.22681375e+05 2.45280304e+01
    55373.2468735 9.21311125e+05 2.44298306e+01 9.22665875e+05 2.45293522e+01
    55373.2673078 9.21315875e+05 2.44296112e+01 9.22682062e+05 2.45287266e+01
    55373.2877419 9.21460625e+05 2.44322815e+01 9.22822625e+05 2.45363026e+01
    55373.3081760 9.21577000e+05 2.44338055e+01 9.22919562e+05 2.45440769e+01
    55373.3286103 9.21435500e+05 2.44317131e+01 9.22814750e+05 2.45322247e+01
