54953.5389996000 1.000227134 0.00002613
54953.5594341000 1.000262029 0.00002613
54953.5798684000 1.000250923 0.00002613
54953.6003030000 1.000115328 0.00002613
54953.6207374000 0.999905230 0.00002613
54953.6411717000 0.999699468 0.00002613
54953.6616062000 0.999631153 0.00002613
54953.6820407000 0.999769621 0.00002613
54953.7024751000 0.999731804 0.00002613
54953.7229095000 0.999772344 0.00002613
54953.7433440000 0.999825375 0.00002613
54953.7637784000 0.999862803 0.00002613
54953.7842128000 0.999958258 0.00002613
54953.8046472000 1.000090751 0.00002614
54953.8250817000 1.000062877 0.00002614
54953.8455161000 0.999999611 0.00002614
54953.8659506000 0.999923379 0.00002613
54953.8863851000 0.999867923 0.00002614
54953.9068194000 0.999987566 0.00002614
54953.9272539000 1.000066120 0.00002614
54953.9476884000 1.000128866 0.00002614
54953.9681227000 1.000184963 0.00002614
54953.9885572000 1.000291262 0.00002614
54954.0089915000 1.000250779 0.00002614
54954.0294261000 1.000379915 0.00002614
54954.0498605000 1.000389100 0.00002615
54954.0702949000 1.000320082 0.00002614
54954.0907294000 1.000150138 0.00002614
54954.1111638000 1.000120113 0.00002614
54954.1315983000 1.000125738 0.00002614
54954.1520326000 1.000119806 0.00002614
54954.1724671000 0.999946026 0.00002614
54954.1929016000 0.999863638 0.00002614
54954.2133359000 0.999889870 0.00002614
54954.2337704000 0.999889571 0.00002614
54954.2542049000 0.999864659 0.00002614
54954.2746392000 0.999852564 0.00002614
54954.2950737000 0.999893197 0.00002614
54954.3155082000 1.000061909 0.00002615
54954.3359426000 1.000045734 0.00002615
54954.3563770000 0.999982696 0.00002615
54954.3768115000 0.999950368 0.00002615
54954.3972459000 0.999807069 0.00002615
54954.4176803000 0.999686647 0.00002615
54954.4381147000 0.999870746 0.00002615
54954.4585493000 1.000061076 0.00002615
54954.4789836000 1.000116389 0.00002615
54954.4994180000 1.000042529 0.00002615
54954.5198525000 0.999976127 0.00002615
54954.5402870000 1.000025928 0.00002615
54954.5607215000 1.000049150 0.00002615
54954.5811558000 0.999855904 0.00002615
54954.6015903000 0.999660665 0.00002615
54954.6220248000 0.999582859 0.00002615
54954.6424591000 0.999579679 0.00002615
54954.6628935000 0.999776678 0.00002615
54954.6833281000 0.999948293 0.00002616
54954.7037624000 1.000039218 0.00002616
54954.7241969000 1.000071732 0.00002616
54954.7446314000 1.000115688 0.00002616
54954.7650657000 0.999925783 0.00002616
54954.7855002000 0.999853150 0.00002616
54954.8059346000 0.999865217 0.00002616
54954.8263690000 0.999796521 0.00002616
54954.8468035000 0.999728665 0.00002616
54954.8672379000 0.999728380 0.00002616
54954.8876724000 0.999892619 0.00002616
54954.9081068000 1.000087308 0.00002617
54954.9285412000 1.000087151 0.00002617
54954.9489756000 0.999991259 0.00002617
54954.9694101000 1.000120197 0.00002617
54954.9898445000 1.000225519 0.00002617
54955.0102789000 1.000395058 0.00002617
54955.0307134000 1.000627602 0.00002618
54955.0511479000 1.000685934 0.00002618
54955.0715823000 1.000568606 0.00002618
54955.0920166000 1.000420820 0.00002618
54955.1124512000 1.000357454 0.00002618
54955.1328856000 1.000390330 0.00002618
54955.1533199000 1.000370260 0.00002618
54955.1737545000 1.000277250 0.00002618
54955.1941889000 1.000232380 0.00002618
54955.2146233000 1.000087485 0.00002617
54955.2350577000 0.999998130 0.00002617
54955.2554922000 0.999936820 0.00002617
54955.2759266000 0.999825265 0.00002617
54955.2963610000 0.999709914 0.00002617
54955.3167955000 0.999621630 0.00002617
54955.3372299000 0.999610323 0.00002617
54955.3576643000 0.999579862 0.00002617
54955.3780987000 0.999521078 0.00002617
54955.3985333000 0.999669728 0.00002617
54955.4189676000 1.000015077 0.00002618
54955.4394021000 0.999946063 0.00002618
