56090.8962    47.1   0.8
56105.762     43.2   0.9
56402.856     40.    2.0
56424.8649    38.    1.0
56444.9079   -36.    2.0
56537.6859    49.    1.0
56544.6113    47.    1.0
56598.6598    46.    2.0
56769.9847    -0.0   0.8
56823.924    -36.3   1.0
56944.6517   -22.5   0.9
56946.5453   -30.    2.0
56954.5395   -26.    1.0
56958.6213    -9.    1.0
56959.689     -3.8   0.8
